Nro Registro,Especie,Condición genética,Nombre botánico,Cultivar,Tipo,Característica,G Especie,Inscripción RNC,Inscripción RNPC,Validez RNPC,Vigencia,País,Solicitante,Representante,Evento de Transformación,
1958,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN CENTAURO,3,,CE,1989/05/15,1989/05/15,2004/05/15,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
7746,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN CHAJA,3,,CE,2002/09/19,2002/09/19,2022/09/19,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
819,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN CHAMACO,3,,CE,1980/05/05,1982/12/02,1997/12/01,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
1789,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN COBRE,3,,CE,1988/05/26,1988/05/26,2003/05/26,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
1305,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN CRIOLLO,3,,CE,1985/04/26,1985/04/26,2000/04/25,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
6816,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN DELFIN,3,,CE,2000/03/15,2000/03/15,2020/03/15,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
5603,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN DON ENRIQUE,3,,CE,1998/03/17,1998/03/17,2018/03/17,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
1621,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN DORADO,3,,CE,1986/08/12,1986/08/12,2001/08/12,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
2921,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN DRAGON,3,KLEI,CE,1993/06/23,1993/06/23,2013/06/23,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
6199,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ESCORPION,3,,CE,1999/05/03,1999/05/03,2019/05/03,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
6817,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ESCUDO,3,,CE,2000/03/15,2000/03/15,2020/03/15,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
4318,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ESTRELLA,3,,CE,1996/05/08,1996/05/08,2016/05/08,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
13775,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN FLAMENCO,3,,CE,2013/04/19,2013/07/11,2033/07/11,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
8092,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN FLECHA,3,,CE,2003/07/29,2003/07/29,2023/07/29,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
604,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN FORTIN,3,,CE,1980/05/05,1982/12/02,1994/12/01,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
8502,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN GAVILAN,3,,CE,2004/05/24,2004/06/04,2024/06/04,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
12413,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN GLADIADOR,3,,CE,2010/05/19,2010/08/03,2030/08/03,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
776,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN GRANADOR,3,,CE,1980/05/05,1982/12/02,1994/12/01,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
10051,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN GUERRERO,3,,CE,2007/05/14,2007/05/14,2027/05/14,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
17219,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN HURACAN,3,,CE,2017/05/19,2017/11/30,2037/11/30,S,ARG,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,,
488,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN IMPACTO,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
7766,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN JABALI,3,,CE,2002/09/19,2002/09/19,2022/09/19,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
16413,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN LANZA,3,,CE,2016/05/13,2016/07/19,2036/07/19,S,ARG,CRIADERO KLEIN S.A.,OSCAR ANTONIO KLEIN,,
11596,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN LEON,3,,CE,2009/06/11,2009/06/11,2029/06/11,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
13778,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN LIEBRE,3,,CE,2013/05/17,2013/07/11,2033/07/11,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
7279,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN MARTILLO,3,,CE,2001/06/01,2001/06/01,2021/06/01,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
17140,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN MERCURIO,3,,CE,2017/04/28,2017/11/30,2037/11/30,S,ARG,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,,
17218,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN MINERVA,3,,CE,2017/05/19,2017/11/30,2037/11/30,S,ARG,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,,
11588,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN NUTRIA,3,,CE,2009/06/11,2009/06/11,2029/06/11,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
1959,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ORION,3,,CE,1989/05/15,1989/05/15,2004/05/15,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
10788,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN PANTERA,3,,CE,2008/06/02,2008/06/02,2028/06/02,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
4997,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN PEGASO,3,,CE,1997/06/30,1997/05/12,2017/05/12,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
17994,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN POTRO,3,,CE,2018/04/24,0000/00/00,0000/00/00,,ARG,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,,
8093,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN PROTEO,3,,CE,2003/07/29,2003/07/29,2023/07/29,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
12411,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN RAYO,3,,CE,2010/05/19,2010/08/03,2030/08/03,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
13089,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ROBLE,3,,CE,2012/06/05,2012/07/26,2032/07/26,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
6818,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN SAGITARIO,3,,CE,2000/03/15,2000/03/15,2020/03/15,S,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
1304,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN SALADO,3,,CE,1985/04/26,1985/04/26,2000/04/25,N,ARG,CRIADERO KLEIN S.A.,KLEIN FEDERICO ALBERTO,,
538,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN SENDERO,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
15216,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN SERPIENTE,3,,CE,2014/04/03,2014/10/27,2034/10/27,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
9062,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN TAURO,3,,CE,2005/04/29,2005/08/22,2025/08/22,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
10787,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN TIGRE,3,,CE,2008/06/02,2008/06/02,2028/06/02,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
15215,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN TITANIO CL,3,,CE,2015/05/20,2015/05/20,2035/05/20,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
562,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN TOLEDO,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
17993,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN VALOR,3,,CE,2018/04/24,0000/00/00,0000/00/00,,ARG,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,,
5648,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN VOLCAN,3,,CE,1998/05/26,1998/05/26,2018/05/26,N,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
11595,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN YARARA,3,,CE,2009/06/11,2009/06/11,2029/06/11,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
9559,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEIN ZORRO,3,,CE,2006/06/01,2006/06/01,2026/06/01,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
16310,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,KLEINPROMETEO,3,,CE,2016/05/16,2016/07/19,2036/07/19,S,ARG,CRIADERO KLEIN S.A.,KLEIN OSCAR ANTONIO,,
1021,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LA PAZ INTA,3,,CE,1982/11/03,1984/03/02,1999/03/01,N,ARG,INTA E.E.A.PARANA,ALBARRACIN ERNESTO OSCAR,,
824,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LABRADOR INTA,3,,CE,1980/05/05,1984/02/02,1996/02/01,N,ARG,INTA E.E.A.PERGAMINO,VON DER PAHLEN ALEJO,,
14467,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LAPACHO,3,,CE,2013/06/28,2013/12/12,2033/12/12,S,FRA,FLORIMOND DESPREZ VEUVE & FILS,SURSEM S.A,,
1156,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LAS ROSAS INTA,3,,CE,1984/02/02,1984/02/02,1999/02/01,N,ARG,INTA E.E.A.MARCOS JUAREZ,NISI JORGE ENRIQUE,,
7717,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2249,3,,CE,2002/09/19,2002/09/19,2022/09/19,S,URY,INST. NAC. DE INVESTIG. AGROP.,CALVELO ANTONIO JOSE,,
8983,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2271,3,,CE,2005/06/24,2006/11/15,2026/11/15,S,URY,INST. NAC. DE INVESTIG. AGROP.,CALVELO ANTONIO JOSE,,
8982,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2294,3,,CE,2005/06/24,2006/11/15,2026/11/15,S,URY,INST.NAC.DE INV.AGROPECUARIAS,CALVELO ANTONIO JOSE,,
10751,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2330,3,,CE,2009/03/10,2009/03/10,2029/03/10,S,URY,INIA,CALVELO ANTONIO JOSE,,
10752,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2331,3,,CE,2009/03/10,2009/03/10,2029/03/10,S,URY,INIA,CALVELO ANTONIO JOSE,,
10750,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2333,3,,CE,2009/03/10,2009/03/10,2029/03/10,S,URY,INIA,CALVELO ANTONIO JOSE,,
11559,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2341,3,,CE,2009/06/08,2009/06/08,2029/06/08,S,URY,INST. NAC. DE INVESTIG. AGROP.,CALVELO ANTONIO JOSE,,
12278,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LE 2357,3,,CE,2010/05/18,2010/06/16,2030/06/16,S,URY,INST. NAC. DE INVESTIG. AGROP.,CALVELO ANTONIO JOSE,,
14486,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LENGA,2,,CE,0000/00/00,2013/09/06,2033/09/06,N,FRA,FLORIMOND DESPREZ VEUVE & FILS,ASOCIADOS DON MARIO S.A.,,
15200,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LENGA,1,,CE,2014/05/13,0000/00/00,0000/00/00,,FRA,FLORIMOND DESPREZ VEUVE & FILS,ASOCIADOS DON MARIO S.A.,,
13112,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LENOX,1,,CE,2011/06/06,0000/00/00,0000/00/00,,,INSTITUTUL NATIONAL DE CERCETA,OR MEJORAMIENTO DE SEMILLAS SR,,
13055,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LENOX,3,,CE,2011/06/06,2011/09/22,2031/09/22,S,,INSTITUTUL NATIONAL DE CERCETA,OR MEJORAM. DE SEMILLAS SRL,,
724,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LEONES INTA,3,,CE,1980/05/05,1984/02/02,1999/02/01,N,ARG,INTA E.E.A.MARCOS JUAREZ,,,
17150,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LG ARLASK,3,,CE,2017/06/07,0000/00/00,0000/00/00,,ARG,LIMAGRAIN ARGENTINA S.A.,LESPOURCI GERARD ROBERT,,
5412,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LONA,3,,CE,1999/08/30,1997/12/22,2017/12/22,N,,MARIANE MÜLLER DE SCHMID,MARIANE MÜLLER DE SCHMID,,
13380,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LYON,3,,CE,2012/05/17,2012/06/12,2032/06/12,S,FRA,NICKERSON INTERNATIONAL...,INVESTIGACION TRIGO SA,,
13795,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,LYON,1,,CE,2012/05/17,0000/00/00,0000/00/00,,FRA,NICKERSON INTERNATIONAL...,BARTOLOME GERARDO LUIS,,
4855,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MALAMBO,3,,CE,1997/02/28,1997/02/28,2017/02/28,N,ARG,ASOCIAC.DE COOP.ARG.CRIAD.110,GATTI HECTOR O.,,
644,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MARCOS JUAREZ INTA,3,,CE,1980/05/05,1984/02/02,1999/02/01,N,ARG,INTA E.E.A.MARCOS JUAREZ,MARZOCCA ANGEL,,
9561,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T1,2,,CE,0000/00/00,2007/11/06,2027/11/06,S,ARG,MEGASEED SA,THOMAS ENRIQUE JORGE,,
10722,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T2,3,,CE,0000/00/00,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10723,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T3,3,,CE,0000/00/00,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10724,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T4,3,,CE,0000/00/00,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10725,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T5,3,,CE,0000/00/00,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10726,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T6,3,,CE,0000/00/00,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10727,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T7,3,,CE,2010/03/25,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
10728,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MEGA T8,3,,CE,2010/03/25,2008/05/20,2028/05/20,S,ARG,MEGASEED SA,THOMAS JUAN ANDRES,,
13723,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MJS-1,2,,CE,0000/00/00,2012/12/05,2032/12/05,S,USA,MORRIS CRAIG FRANKLIN,MOLINOS JUAN SEMINO SA,,
15506,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MJS-1,1,,CE,2014/12/29,0000/00/00,0000/00/00,,USA,MORRIS CRAIG FRANKLIN,MOLINOS JUAN SEMINO SA,,
15431,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MJS-2,3,,CE,2016/02/10,2016/02/10,2036/02/10,S,USA,MORRIS CRAIG FRANKLIN,MOLINOS JUAN SEMINO SA,,
16336,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 116,3,,CE,2016/05/13,2016/08/31,2036/08/31,S,ARG,INTA,RAGONESE MARIA ELENA,,
17149,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 217,3,,CE,2017/04/19,2017/10/10,2037/10/10,S,ARG,INTA,MARCELO LABARTA,,
16337,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 316,3,,CE,2016/05/09,2016/08/31,2036/08/31,S,ARG,INTA,RAGONESE MARIA ELENA,,
16328,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 415,3,,CE,2016/05/05,2016/11/18,2036/11/18,S,ARG,INTA,RAGONESE MARIA ELENA,,
16335,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 416,3,,CE,2016/05/09,2016/08/31,2036/08/31,S,ARG,INTA,RAGONESE MARIA ELENA,,
13715,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 615,3,,CE,2012/04/20,2012/08/02,2032/08/02,S,ARG,INTA,RAGONESE MARIA ELENA,,
17148,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 617,3,,CE,2017/04/19,2017/10/10,2037/10/10,S,ARG,INTA,MARCELO LABARTA,,
15746,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA 815,3,,CE,2015/04/01,2015/08/31,2035/08/31,S,ARG,INST. NAC.TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
16246,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA BONAERENSE 215,3,,CE,2016/08/01,2016/08/01,2036/08/01,S,ARG,INTA-CHACRA EXP INTEGR BARROW,RAGONESE MARIA ELENA,,
15244,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA BONAERENSE 514,3,,CE,2015/06/08,2016/02/19,2036/02/19,S,ARG,MIN.ASUN.AGR.PCIA BS AS/INTA,BERTUCCI CARLOS LUIS,,
17049,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA BONAERENSE 516,3,,CE,2017/04/24,2017/09/26,2037/09/26,S,ARG,INTA - CHACRA EXP.INT. BARROW,,,
16969,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA BONAERENSE 816,3,,CE,2017/04/24,2017/09/26,2037/09/26,S,ARG,,,,
17755,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,MS INTA BONAERENSE 817,3,,CE,2018/06/29,0000/00/00,0000/00/00,,ARG,INTA - CHACRA EXP.INT. BARROW,M. LABARTA/C. BERTUCCI,,
1332,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKIN CABURE,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1322,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKIN CHURRINCHE,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1323,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKIN IRUPE,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1331,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKIN LIDER,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1193,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKIN T 82,3,,CE,1983/10/03,1983/10/03,1998/10/02,N,ARG,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
791,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,NORKINPAN 70,3,,CE,1980/05/05,1984/09/28,1999/09/27,N,ARG,,GENIN RICARDO,,
17457,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,ÑANDUBAY,3,,CE,2018/05/21,0000/00/00,0000/00/00,,ARG,BIOTRIGO GENETICA LTDA,ASOCIADOS DON MARIO S.A.,,
388,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,OLAETA ARTILLERO,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
529,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,ONCATIVO INTA,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
8165,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,ONIX,2,,CE,0000/00/00,2004/04/01,2024/04/01,,BRA,ASOCIADOS DON MARIO S.A.,BARTOLOME GERARDO LUIS,,
8488,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,ONIX,3,,CE,2004/04/22,2004/04/01,2024/04/01,S,BRA,OR MELHORAMIENTO DE SEMENTES L,BARTOLOME GERARDO LUIS,,
17288,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,ORS I GAIA,3,,CE,2017/10/13,0000/00/00,0000/00/00,,ARG,OR MEJORAMIENTO DE SEMILLAS SR,AMARILIS LABES BARCELLOS,,
1191,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PAMPA INTA,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,INTA E.E.A.PERGAMINO,VON DER PAHLEN ALEJO,,
429,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PERGAMINO GABOTO,4,,CE,1979/03/12,0000/00/00,0000/00/00,,ARG,,,,
1647,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PIONERO INTA,3,,CE,1986/08/11,1986/09/18,1999/09/17,N,ARG,INTA E.E.A.BALCARCE,BEDOGNI ROBERTO A.,,
7621,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PLETHORE,2,,CE,0000/00/00,2002/09/19,2022/09/19,N,FRA,ANDRE BENOIST,FIRPO ENRIQUE FRANCISCO,,
628,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PRECOZ PARANA INTA,3,,CE,1980/05/05,1984/02/02,1996/02/01,N,ARG,INTA E.E.A.PARANA,ROSBACO FRANCISCO URBANO,,
5920,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PROINTA AMANECER,3,,CE,1998/10/05,1998/10/05,2018/10/05,N,ARG,INTA,RAGONESE MARIA ELENA,,
5331,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PROINTA BONAERENSE ALAZAN,3,,CE,1998/05/04,1998/05/04,2018/05/04,N,ARG,CHACRA BARROW/CONV.MAA-INTA,JULIO CATULLO/JORGE NISI,,
5330,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PROINTA BONAERENSE CAUQUEN,3,,CE,1998/05/04,1998/05/04,2018/05/04,N,ARG,CHACRA BARROW/CONV.MAA-INTA,JULIO CATULLO/JORGE NISI,,
5329,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,PROINTA BONAERENSE HURON,3,,CE,1998/05/04,1998/05/04,2018/05/04,N,ARG,CHACRA BARROW/CONV.MAA-INTA,JULIO CATULLO/JORGE NISI,,
