Nro Registro,Especie,Condición genética,Nombre botánico,Cultivar,Tipo,Característica,G Especie,Inscripción RNC,Inscripción RNPC,Validez RNPC,Vigencia,País,Solicitante,Representante,Evento de Transformación,
17111,ACELGA,,Beta vulgaris L. var. vulgaris L.,AGILA,1,,HT,2017/07/11,0000/00/00,0000/00/00,,ITA,AGROP.PILAR(PAIER&ANGIELCZYK),ANGIELCZYK GUSTAVO ISAIAS,,
16311,ACELGA,,Beta vulgaris L. var. vulgaris L.,AMARILLA DE LYON,1,,HT,2016/04/08,0000/00/00,0000/00/00,,ITA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
954,ACELGA,,Beta vulgaris L. var. vulgaris L.,ANEPAN INTA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
13911,ACELGA,,Beta vulgaris L. var. vulgaris L.,ARGENTATA 2,1,,HT,2012/08/02,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
18050,ACELGA,,Beta vulgaris L. var. vulgaris L.,ARGENTATA 3,1,,HT,2018/05/07,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
17279,ACELGA,,Beta vulgaris L. var. vulgaris L.,BALI,1,,HT,2018/01/22,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
16986,ACELGA,,Beta vulgaris L. var. vulgaris L.,BARESE,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
16312,ACELGA,,Beta vulgaris L. var. vulgaris L.,CANDIDA,1,,HT,2016/12/16,0000/00/00,0000/00/00,,ITA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
17280,ACELGA,,Beta vulgaris L. var. vulgaris L.,DELTA,1,,HT,2018/01/22,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
16758,ACELGA,,Beta vulgaris L. var. vulgaris L.,D`AMPUIS,1,,HT,2016/11/16,0000/00/00,0000/00/00,,FRA,ALLIANCE SEMILLAS SA,BASCUÑAN JULIO,,
14386,ACELGA,,Beta vulgaris L. var. vulgaris L.,ERBETTE DA TAGLIO,1,,HT,2012/12/19,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
16259,ACELGA,,Beta vulgaris L. var. vulgaris L.,LARGE WHITE RIBBED DARK GREEN,1,,HT,2015/12/01,0000/00/00,0000/00/00,,USA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
4731,ACELGA,,Beta vulgaris L. var. vulgaris L.,LUCULLUS,1,,HT,1998/03/17,0000/00/00,0000/00/00,,ZAF,MAY FORD SEEDS (PTY) LTD,ARANOVICH EDUARDO,,
17883,ACELGA,,Beta vulgaris L. var. vulgaris L.,PRIUS,1,,HT,2017/12/27,0000/00/00,0000/00/00,,NLD,SEMILLAS EMILIO SRL,KRAMAROVSKY EMILIO,,
16987,ACELGA,,Beta vulgaris L. var. vulgaris L.,RHUBARB,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
14285,ACELGA,,Beta vulgaris L. var. vulgaris L.,SIBILLA,1,,HT,2012/12/19,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
974,ACELGA,,Beta vulgaris L. var. vulgaris L.,VERDE ANUAL SEL SAN PEDRO INTA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
16949,ACELGA,,Beta vulgaris L. var. vulgaris L.,VERDE DE PENCA BLANCA ANCHA,1,,HT,2017/04/19,0000/00/00,0000/00/00,,ARG,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
17600,ACHICORIA,,Cichorium intybus L.,BOTTICELLI,1,,HT,2017/12/28,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
16301,ACHICORIA,,Cichorium intybus L.,CATALOGNA GIGANTE DI CHIOGGIA,1,,HT,2016/04/08,0000/00/00,0000/00/00,,ITA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
960,ACHICORIA,,Cichorium intybus L.,HOJA FINA SEL SAN PEDRO INTA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
16529,ACHICORIA,,Cichorium intybus L.,HOJAS ANCHAS DOBLE BLONDE,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
4291,ACHICORIA,,Cichorium intybus L.,INIA LE LACERTA,3,,HT,1996/03/04,1996/03/04,2016/03/04,N,URY,INST.NAC.DE INV.AGROPECUARIA,CALVELO ANTONIO JOSE,,
15976,ACHICORIA,,Cichorium intybus L.,LEONARDO,1,,HT,2015/11/26,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINA S.A.,PETRUS ADRIANUS DEKKER,,
16984,ACHICORIA,,Cichorium intybus L.,PALLA ROSSA 3,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
16302,ACHICORIA,,Cichorium intybus L.,PAN DI ZUCCHERO,1,,HT,2016/04/08,0000/00/00,0000/00/00,,ITA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
10766,ACHICORIA,,Cichorium intybus L.,PANTHER,3,,HT,2009/12/07,2009/12/07,2029/12/07,S,ARG,GENTOS S.A.,JOAQUIN GONZALEZ BONORINO,,
16527,ACHICORIA,,Cichorium intybus L.,PUGLIESE,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14079,ACHICORIA,,Cichorium intybus L.,PUNA II,1,,HT,2015/09/29,0000/00/00,0000/00/00,,NZL,PGG WRIGHTSON SEEDS LTD,OTEIZA AGUIRRE MARCOS,,
16982,ACHICORIA,,Cichorium intybus L.,ROJA DE TREVISO,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
16981,ACHICORIA,,Cichorium intybus L.,ROJA DE VERONA,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
17418,ACHICORIA,,Cichorium intybus L.,ROSSINI,1,,HT,2017/12/26,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
17424,ACHICORIA,,Cichorium intybus L.,RUBRO,1,,HT,2017/12/26,0000/00/00,0000/00/00,,NLD,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
16526,ACHICORIA,,Cichorium intybus L.,SEMPER,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
16795,ACHICORIA,,Cichorium intybus L.,SPADONA,1,,HT,2017/10/02,0000/00/00,0000/00/00,,FRA,ALLIANCE SEMILLAS SA,BASCUÑAN JULIO,,
16983,ACHICORIA,,Cichorium intybus L.,ZUCCHERINA DI TRIESTE,1,,HT,2017/03/17,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
3213,ADZUKI,VARIEDAD,Vigna Angularis L.,JEO 90 1 AR,2,,HT,0000/00/00,1994/05/04,2014/05/04,N,ARG,CEIBALITO S.A.,OLMEDO GUSTAVO ENRIQUE,,
10463,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,ATAHUALPA INTA,3,,FO,2008/03/19,2008/03/19,2028/03/19,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
9088,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,BARPIRO,3,,FO,2005/07/20,2005/08/22,2025/08/22,S,ARG,PALAVERSICH Y CIA S.A.C.,EDUARDO BAYLEY BUSTAMANTE,,
933,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,EL POLACO INTA,4,,FO,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
904,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,EL VIZCACHERO INTA,4,,FO,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
14485,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,EXTREMO INTA,3,,FO,2013/05/21,2013/05/21,2033/05/21,S,ARG,INST. NAC.TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
6762,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,GUAPO,3,,FO,2000/11/02,2000/11/02,2020/11/02,S,ARG,LOS PRADOS S.A.,ALMENAR RICARDO,,
13849,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,HERCULES,3,,FO,2013/02/14,2013/02/14,2033/02/14,S,ARG,GENTOS SA,GONZALEZ BONORINO JOAQUIN,,
9008,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,HULK,3,,FO,2005/04/26,2005/08/18,2025/08/18,S,ARG,GENTOS S.A.,JOAQUIN GONZALEZ BONORINO,,
5372,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,LACAR,3,,FO,1997/11/28,1997/11/28,2017/11/28,N,ARG,INTERSEM S.A,PETTIGROSSO DOMINGO H.,,
15757,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,LIEBRE,3,,FO,2016/09/13,2016/09/13,2036/09/13,S,ARG,FACULTAD DE AGRONOMIA - UBA,"GOLLUSCIO,ANGEL RODOLFO",,
9758,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,MATORRAL,1,,FO,2006/08/29,0000/00/00,0000/00/00,,ARG,ZAMBRUNI JOSE ANTONIO,ZAMBRUNI JOSE ANTONIO,,
12410,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,PUCARA PV-INTA,3,,FO,2010/06/18,2010/06/18,2030/06/18,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
15434,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,RANQUEL INTA,3,,FO,2015/09/29,2015/09/29,2035/09/29,S,ARG,INTA,RAGONESE MARIA ELENA,,
9582,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,RAYO INTA FCA,3,,FO,2006/10/18,2006/10/18,2026/10/18,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
13173,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,RELAMPAGO,1,,FO,2011/09/13,0000/00/00,0000/00/00,,ARG,KWS ARGENTINA S.A.,GARDELLA EUGENIO,,
10026,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,TOBIANO INTA,3,,FO,2007/05/14,2007/05/14,2027/05/14,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
15254,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,TORNADO,1,,FO,2014/08/21,0000/00/00,0000/00/00,,ARG,JOSE R. PICASSO S.A.,GUSTAVO PICASSO,,
13260,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,ZHALINO,1,,FO,2011/12/30,0000/00/00,0000/00/00,,ARG,KWS ARGENTINA S.A.,GARDELLA EUGENIO HUMBERTO,,
924,AGROPIRO CRIOLLO,,Agropyron scabrifolium (Doell) Parodi,EL PALMAR INTA,4,,FO,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
934,AGROPIRO CRIOLLO,,Agropyron scabrifolium (Doell) Parodi,EL PELADO INTA,4,,FO,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
7773,AGROPIRO CRIOLLO,,Agropyron scabrifolium (Doell) Parodi,EL TRIUNFO UNL-UBA,3,,FO,2004/05/27,2004/05/27,2024/05/27,S,ARG,UNIV.DE BS.AS.-FAC.AGRONOMIA,VILELLA FERNANDO,,
1906,AGROPYRON CRISTATUM,,Agropyron cristatum ( L. ) Gaertner,FAIRWAY,1,,FO,1988/08/18,0000/00/00,0000/00/00,,CAN,ZENECA SAIC,SICILIANO RICARDO ROBERTO,,
1907,AGROPYRON DESERTORUM,,Agropyron desertorum (Fischer ex Link) S,NORDAN,1,,FO,1988/08/18,0000/00/00,0000/00/00,,USA,ZENECA SAIC,SICILIANO RICARDO ROBERTO,,
1908,AGROPYRON INTERMEDIUM,,Agropyron intermedium (Host) P.Beauv. ex,OAHE,1,,FO,1988/08/18,0000/00/00,0000/00/00,,USA,ZENECA SAIC,SICILIANO RICARDO ROBERTO,,
1913,AGROPYRON TRICHOFORUM,,Agropyron trichoforum (Link) K. Richter,LUNA,1,,FO,1988/08/18,0000/00/00,0000/00/00,,USA,ZENECA SAIC,SICILIANO RICARDO ROBERTO,,
4337,AGROSTIS,,Agrostis stolonifera L.,COBRA,1,,FO,1996/04/29,0000/00/00,0000/00/00,,USA,SEMILLAS BASSO SACIAIF,BASSO CARLOS ALBERTO,,
9013,AGROSTIS,,Agrostis stolonifera L.,PENN A-1,1,,FO,2005/02/16,0000/00/00,0000/00/00,,USA,ARANOVICH EDUARDO,,,
7316,AGROSTIS,,Agrostis stolonifera L.,REGENT,1,,FO,2001/06/29,0000/00/00,0000/00/00,,NLD,PALAVERSICH Y CIA. S.A.,BAYLEY EDUARDO,,
1396,AJI,,Capsicum baccatum  L. var.pendulum,CERRILLOS INTA,4,,HT,1984/08/21,0000/00/00,0000/00/00,,ARG,,,,
12501,AJO,,Allium sativum L.,ALPA SUQUIA,1,,HT,2010/06/10,0000/00/00,0000/00/00,,ARG,UNIV.NAC.CORDOBA-FAC CS.AGROP,DI GIUSTO DANIEL E.,,
3698,AJO,,Allium sativum L.,BLANCO MENDOZA,1,,HT,1994/12/26,0000/00/00,0000/00/00,,ARG,INTA,GOMEZ RIERA PABLO ENRIQUE,,
4271,AJO,,Allium sativum L.,CASTAÑO INTA,1,,HT,1996/03/29,0000/00/00,0000/00/00,,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
3697,AJO,,Allium sativum L.,COLORADO MENDOZA,1,,HT,1994/12/26,0000/00/00,0000/00/00,,ARG,INTA,GOMEZ RIERA PABLO ENRIQUE,,
15273,AJO,,Allium sativum L.,CORAL INTA,1,,HT,2014/08/05,0000/00/00,0000/00/00,,ARG,INST. NAC.TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
12467,AJO,,Allium sativum L.,CRISTAL INTA,1,,HT,2010/05/19,0000/00/00,0000/00/00,,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
4272,AJO,,Allium sativum L.,FUEGO INTA,1,,HT,1996/03/29,0000/00/00,0000/00/00,,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
6680,AJO,,Allium sativum L.,GOSTOSO INTA,1,,HT,2000/07/13,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
12468,AJO,,Allium sativum L.,GRAN FUEGO INTA,1,,HT,2010/05/19,0000/00/00,0000/00/00,,ARG,,RAGONESE MARIA ELENA,,
1240,AJO,,Allium sativum L.,HSUEH CHIA,1,,HT,1984/12/21,0000/00/00,0000/00/00,,TWN,INTA E.E.A.EL COLORADO,RODRIGUEZ NATIVIDAD FRANCISCO,,
4277,AJO,,Allium sativum L.,INCO 207,3,,HT,1997/02/28,1997/02/28,2017/02/28,N,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
4278,AJO,,Allium sativum L.,INCO 283,3,,HT,1998/05/26,1998/05/26,2018/05/26,N,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
1241,AJO,,Allium sativum L.,INDONESIA,1,,HT,1984/12/21,0000/00/00,0000/00/00,,,INTA E.E.A.EL COLORADO,RODRIGUES NATIVIDAD FRANCISCO,,
14124,AJO,,Allium sativum L.,KILLA INTA,1,,HT,2012/11/01,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
4275,AJO,,Allium sativum L.,LICAN INTA,1,,HT,1996/04/29,0000/00/00,0000/00/00,,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
6677,AJO,,Allium sativum L.,MORADO INTA,1,,HT,2000/07/13,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
4273,AJO,,Allium sativum L.,NIEVE INTA,1,,HT,1996/03/29,0000/00/00,0000/00/00,,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
6679,AJO,,Allium sativum L.,NORTEÑO INTA,1,,HT,2000/07/13,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
12500,AJO,,Allium sativum L.,PAMPEANO,1,,HT,2010/06/10,0000/00/00,0000/00/00,,ARG,UNIV.NAC.CORDOBA-FAC CS.AGROP,DI GIUSTO DANIEL E.,,
4274,AJO,,Allium sativum L.,PERLA INTA,1,,HT,1996/03/29,0000/00/00,0000/00/00,,ARG,INTA E.E.A.LA CONSULTA,GOMEZ RIERA PABLO ENRIQUE,,
10068,AJO,,Allium sativum L.,PETECO,1,,HT,2007/12/04,0000/00/00,0000/00/00,,ARG,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,SALCEDO CARLOS ARNESTO,,
9448,AJO,,Allium sativum L.,PLATA INTA,1,,HT,2005/12/27,0000/00/00,0000/00/00,,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
975,AJO,,Allium sativum L.,ROSADO INTA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
9449,AJO,,Allium sativum L.,RUBI INTA,1,,HT,2005/12/27,0000/00/00,0000/00/00,,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
10882,AJO,,Allium sativum L.,SERRANO,1,,HT,2008/11/20,0000/00/00,0000/00/00,,ARG,FAC. CS.AGROPECUARIAS-UNC,DI GIUSTO DANIEL E.,,
6678,AJO,,Allium sativum L.,SUREÑO INTA,1,,HT,2000/07/13,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
9117,AJO,,Allium sativum L.,TEMPRANILLO,1,,HT,2005/08/02,0000/00/00,0000/00/00,,ARG,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,SALCEDO CARLOS ARNESTO,,
4307,AJO,,Allium sativum L.,UNION,3,,HT,1997/04/07,1997/04/07,2017/04/07,N,ARG,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,"BERTOTTO, CLARA ADELINA",,
3699,AJO,,Allium sativum L.,VIOLETA FRANCES,1,,HT,1994/12/26,0000/00/00,0000/00/00,,ARG,INTA,GOMEZ RIERA PABLO ENRIQUE,,
12469,AJO ELEFANTE,,Allium ampeloprasum complex,GIGANTE INTA,1,,HT,2010/05/19,0000/00/00,0000/00/00,,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
10849,ALAMO,,Populus L.,AUSTRALIANO 106/60,1,,FT,2008/07/25,0000/00/00,0000/00/00,,AUS,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
10847,ALAMO,,Populus L.,AUSTRALIANO 129/60,1,,FT,2008/07/25,0000/00/00,0000/00/00,,AUS,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
10850,ALAMO,,Populus L.,CARABELAS INTA,1,,FT,2008/07/25,0000/00/00,0000/00/00,,ARG,,RAGONESE MARIA ELENA,,
11965,ALAMO,,Populus L.,CATFISH 2,1,,FT,2011/05/13,0000/00/00,0000/00/00,,USA,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,RODRIGUEZ JOSE,,
12931,ALAMO,,Populus L.,CATFISH 5,1,,FT,2011/05/13,0000/00/00,0000/00/00,,USA,UNIV.NAC.CUYO/FAC.CS.AGRARIAS,RODRIGUEZ JOSE,,
11968,ALAMO,,Populus L.,CONTI 12,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,RODRIGUEZ JOSE,,
11966,ALAMO,,Populus L.,GUARDI,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,RODRIGUEZ JOSE,,
15867,ALAMO,,Populus L.,GUAYRACA INTA,1,,FT,2015/06/25,0000/00/00,0000/00/00,,ARG,INST. NAC.TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
11964,ALAMO,,Populus L.,HARVARD,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,RODRIGUEZ JOSE,,
16473,ALAMO,,Populus L.,HOVYU INTA,1,,FT,2016/08/31,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
11967,ALAMO,,Populus L.,I-214,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,FAC.CIENCIAS AGRAR.UN.NAC.CUYO,RODRIGUEZ JOSE,,
17441,ALAMO,,Populus L.,NANDI INTA,1,,FT,2017/07/14,0000/00/00,0000/00/00,,ARG,INTA,MARCELO LABARTA,,
15868,ALAMO,,Populus L.,ÑACURUTU INTA,1,,FT,2015/06/23,0000/00/00,0000/00/00,,ARG,INST. NAC.TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
16472,ALAMO,,Populus L.,PAYCARABI INTA,1,,FT,2016/08/31,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
17372,ALAMO,,Populus L.,PYTA INTA,1,,FT,2017/07/14,0000/00/00,0000/00/00,,ARG,INTA,MARCELO LABARTA,,
10851,ALAMO,,Populus L.,RAGONESE 22 INTA,1,,FT,2008/07/25,0000/00/00,0000/00/00,,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
12932,ALAMO,,Populus L.,SPIADO,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,UNIV.NAC.CUYO/FAC.CS.AGRARIAS,RODRIGUEZ JOSE,,
10848,ALAMO,,Populus L.,STONEVILLE 67,1,,FT,2008/07/25,0000/00/00,0000/00/00,,USA,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
12933,ALAMO,,Populus L.,VERONESE,1,,FT,2011/05/13,0000/00/00,0000/00/00,,ITA,UNIV.NAC.CUYO/FAC.CS.AGRARIAS,RODRIGUEZ JOSE,,
16532,ALBAHACA,,Ocimun basilicum L.,GEMMA,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
16531,ALBAHACA,,Ocimun basilicum L.,GENIALE,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
17128,ALBAHACA,,Ocimun basilicum L.,GENOVESE COMUNE,1,,HT,2017/07/11,0000/00/00,0000/00/00,,ITA,SEMILLAS EMILIO SRL,KRAMAROVSKY EMILIO,,
16300,ALBAHACA,,Ocimun basilicum L.,GENOVESE GIGANTE,1,,HT,2016/04/15,0000/00/00,0000/00/00,,ITA,CAPS CIA.ARG.PROD.DE SEMILLAS,POCHETTINO RICARDO DANIEL,,
985,ALBAHACA,,Ocimun basilicum L.,HOJAS ANCHAS SEL CATAMARCA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
16528,ALBAHACA,,Ocimun basilicum L.,RED RUBIN,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
16533,ALBAHACA,,Ocimun basilicum L.,SUPERBO,1,,HT,2016/08/01,0000/00/00,0000/00/00,,ITA,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
9377,ALCAPARRA,,Capparis Spinosa,AR 1,3,,HT,2007/09/05,2007/09/05,2027/09/05,S,ARG,ANGEL SEBASTIAN RICO,ANGEL SEBASTIAN RICO,,
10964,ALCAUCIL,,Cynara scolymus L.,CONCERTO,1,,HT,2008/08/28,0000/00/00,0000/00/00,,ESP,BAYER S.A.,EARLE GASTALDI,,
6813,ALCAUCIL,,Cynara scolymus L.,ESMERALDA FCA,3,,HT,2005/06/01,2005/06/01,2025/06/01,S,ARG,UNIV.NAC.DE ROSARIO,CICERCHIA LILIANA PATRICIA,,
3834,ALCAUCIL,,Cynara scolymus L.,GALLEGO INTA,3,,HT,1995/12/26,1995/12/26,2015/12/26,N,ARG,INTA E.E.A.PERGAMINO,ANTONIO RAFAEL CASCARDO,,
9330,ALCAUCIL,,Cynara scolymus L.,GAUCHITO FCA,1,,HT,2005/10/18,0000/00/00,0000/00/00,,ARG,UNIV.NAC.DE ROSARIO,CICERCHIA LILIANA PATRICIA,,
3835,ALCAUCIL,,Cynara scolymus L.,GRINGO INTA,3,,HT,1995/12/26,1995/12/26,2015/12/26,N,ARG,INTA E.E.A.PERGAMINO,ANTONIO RAFAEL CASCARDO,,
9331,ALCAUCIL,,Cynara scolymus L.,GURI FCA,1,,HT,2005/10/18,0000/00/00,0000/00/00,,ARG,UNIV.NAC. DE ROSARIO-FAC.CS.AG,CICERCHIA LILIANA PATRICIA,,
12462,ALCAUCIL,,Cynara scolymus L.,OPERA,3,,HT,2014/08/05,2015/10/20,2035/10/20,S,ESP,NUNHEMS B.V,DREON MARCELO,,
6814,ALCAUCIL,,Cynara scolymus L.,ORO VERDE FCA,3,,HT,2005/06/01,2005/06/01,2025/06/01,S,ARG,UNIV.NAC.DE ROSARIO,CICERCHIA LILIANA PATRICIA,,
3836,ALCAUCIL,,Cynara scolymus L.,SANPEDRINO INTA,3,,HT,1995/12/26,1995/12/26,2015/12/26,N,ARG,INTA E.E.A.PERGAMINO,ANTONIO RAFAEL CASCARDO,,
3837,ALCAUCIL,,Cynara scolymus L.,TIERNITO SAN PEDRO INTA,3,,HT,1995/12/26,1995/12/26,2015/12/26,N,ARG,INTA E.E.A.PERGAMINO,ANTONIO RAFAEL CASCARDO,,
6656,ALCAUCIL,,Cynara scolymus L.,VIOLETA INVERNALE,1,,HT,2000/03/15,0000/00/00,0000/00/00,,USA,SOUTH SEED S.A.,PAIVA MARCELO,,
14670,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,CAPRICCIO,3,,HT,2015/07/30,2017/01/15,2037/01/15,S,ESP,NUNHEMS B.V,DREON MARCELO,,
9947,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,HARMONY,3,,HT,2010/12/22,2010/12/22,2030/12/22,N,ESP,NUNHEMS B.V./INRA,DREON MARCELO,,
9769,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,MADRIGAL,3,,HT,2009/10/26,2009/10/26,2029/10/26,S,NLD,NUNHEMS B.V,DREON MARCELO,,
